Subject,Slope,Trial,Muscle,Mean_EMG,percent_stance
2,Flat,1,PDIO1,16.18114525,40-60
2,Flat,1,PDIO3,12.27051749,40-60
2,Flat,1,FDB,22.45242168,40-60
2,Flat,1,EDB,12.6823194,40-60
2,Flat,1,ABDH,63.87848844,60-80
2,Flat,1,ABDM,16.6576193,60-80
2,Flat,1,PDIO1,40.17688116,60-80
2,Flat,1,PDIO3,22.83096623,60-80
2,Flat,1,FDB,62.08373015,60-80
2,Flat,1,EDB,12.7130854,60-80
2,Flat,1,ABDH,31.55901078,80-100
2,Flat,1,ABDM,9.221359623,80-100
2,Flat,1,PDIO1,40.61828317,80-100
2,Flat,1,PDIO3,29.44292198,80-100
2,Flat,1,FDB,27.44373894,80-100
2,Flat,1,EDB,25.61287281,80-100
2,Flat,2,ABDH,27.41788525,0-20
2,Flat,2,ABDM,7.754237121,0-20
2,Flat,2,PDIO1,16.6305303,0-20
2,Flat,2,PDIO3,22.00121667,0-20
2,Flat,2,FDB,44.44876237,0-20
2,Flat,2,EDB,35.36697429,0-20
2,Flat,2,ABDH,26.30932081,20-40
2,Flat,2,ABDM,5.615973813,20-40
2,Flat,2,PDIO1,13.77567303,20-40
2,Flat,2,PDIO3,14.95603689,20-40
2,Flat,2,FDB,23.7292697,20-40
2,Flat,2,EDB,9.819000076,20-40
2,Flat,2,ABDH,38.96314591,40-60
2,Flat,2,ABDM,12.29519846,40-60
2,Flat,2,PDIO1,14.00369717,40-60
2,Flat,2,PDIO3,11.97715205,40-60
2,Flat,2,FDB,26.43780568,40-60
2,Flat,2,EDB,12.83710944,40-60
2,Flat,2,ABDH,51.20797828,60-80
2,Flat,2,ABDM,20.40092828,60-80
2,Flat,2,PDIO1,26.20604952,60-80
2,Flat,2,PDIO3,25.29232886,60-80
2,Flat,2,FDB,57.36128687,60-80
2,Flat,2,EDB,20.93371697,60-80
2,Flat,2,ABDH,13.76556189,80-100
2,Flat,2,ABDM,9.140381364,80-100
2,Flat,2,PDIO1,37.74164848,80-100
2,Flat,2,PDIO3,28.48801086,80-100
2,Flat,2,FDB,17.83632939,80-100
2,Flat,2,EDB,24.14691712,80-100
2,Flat,3,ABDH,27.41788525,0-20
2,Flat,3,ABDM,7.754237121,0-20
2,Flat,3,PDIO1,16.6305303,0-20
2,Flat,3,PDIO3,22.00121667,0-20
2,Flat,3,FDB,44.44876237,0-20
2,Flat,3,EDB,35.36697429,0-20
2,Flat,3,ABDH,26.30932081,20-40
2,Flat,3,ABDM,5.615973813,20-40
2,Flat,3,PDIO1,13.77567303,20-40
2,Flat,3,PDIO3,14.95603689,20-40
2,Flat,3,FDB,23.7292697,20-40
2,Flat,3,EDB,9.819000076,20-40
2,Flat,3,ABDH,38.96314591,40-60
2,Flat,3,ABDM,12.29519846,40-60
2,Flat,3,PDIO1,14.00369717,40-60
2,Flat,3,PDIO3,11.97715205,40-60
2,Flat,3,FDB,26.43780568,40-60
2,Flat,3,EDB,12.83710944,40-60
2,Flat,3,ABDH,51.20797828,60-80
2,Flat,3,ABDM,20.40092828,60-80
2,Flat,3,PDIO1,26.20604952,60-80
2,Flat,3,PDIO3,25.29232886,60-80
2,Flat,3,FDB,57.36128687,60-80
2,Flat,3,EDB,20.93371697,60-80
2,Flat,3,ABDH,13.76556189,80-100
2,Flat,3,ABDM,9.140381364,80-100
2,Flat,3,PDIO1,37.74164848,80-100
2,Flat,3,PDIO3,28.48801086,80-100
2,Flat,3,FDB,17.83632939,80-100
2,Flat,3,EDB,24.14691712,80-100
2,Flat,4,ABDH,23.48682215,0-20
2,Flat,4,ABDM,7.613357513,0-20
2,Flat,4,PDIO1,24.66868636,0-20
2,Flat,4,PDIO3,14.98044738,0-20
2,Flat,4,FDB,39.21248615,0-20
2,Flat,4,EDB,10.45346387,0-20
2,Flat,4,ABDH,23.30418338,20-40
2,Flat,4,ABDM,4.985010974,20-40
2,Flat,4,PDIO1,15.30253382,20-40
2,Flat,4,PDIO3,10.82380679,20-40
2,Flat,4,FDB,20.64565205,20-40
2,Flat,4,EDB,8.808096282,20-40
2,Flat,4,ABDH,40.48578282,40-60
2,Flat,4,ABDM,11.13055479,40-60
2,Flat,4,PDIO1,18.20218644,40-60
2,Flat,4,PDIO3,12.87335146,40-60
2,Flat,4,FDB,23.19609351,40-60
2,Flat,4,EDB,10.07256592,40-60
2,Flat,4,ABDH,57.28188462,60-80
2,Flat,4,ABDM,17.51874549,60-80
2,Flat,4,PDIO1,30.10609,60-80
2,Flat,4,PDIO3,21.33450051,60-80
2,Flat,4,FDB,44.7584959,60-80
2,Flat,4,EDB,17.06644331,60-80
2,Flat,4,ABDH,10.8199261,80-100
2,Flat,4,ABDM,7.700134154,80-100
2,Flat,4,PDIO1,31.10586692,80-100
2,Flat,4,PDIO3,28.10097997,80-100
2,Flat,4,FDB,14.42506879,80-100
2,Flat,4,EDB,16.64192967,80-100
2,Flat,5,ABDH,14.63871418,0-20
2,Flat,5,ABDM,8.111937429,0-20
2,Flat,5,PDIO1,18.62449047,0-20
2,Flat,5,PDIO3,26.61683255,0-20
2,Flat,5,FDB,57.15566052,0-20
2,Flat,5,EDB,48.43349317,0-20
2,Flat,5,ABDH,6.329736,20-40
2,Flat,5,ABDM,5.584508935,20-40
2,Flat,5,PDIO1,12.02674704,20-40
2,Flat,5,PDIO3,10.9072834,20-40
2,Flat,5,FDB,27.3842361,20-40
2,Flat,5,EDB,27.1687586,20-40
2,Flat,5,ABDH,12.36187003,40-60
2,Flat,5,ABDM,8.609620935,40-60
2,Flat,5,PDIO1,16.29380384,40-60
2,Flat,5,PDIO3,13.30886634,40-60
2,Flat,5,FDB,19.28886286,40-60
2,Flat,5,EDB,17.0451833,40-60
2,Flat,5,ABDH,47.6540587,60-80
2,Flat,5,ABDM,16.49840392,60-80
2,Flat,5,PDIO1,35.83618057,60-80
2,Flat,5,PDIO3,21.69228257,60-80
2,Flat,5,FDB,47.43858753,60-80
2,Flat,5,EDB,14.75729426,60-80
2,Flat,5,ABDH,12.2510806,80-100
2,Flat,5,ABDM,7.642653766,80-100
2,Flat,5,PDIO1,47.97797766,80-100
2,Flat,5,PDIO3,41.63103561,80-100
2,Flat,5,FDB,15.93976275,80-100
2,Flat,5,EDB,16.42491392,80-100
2,Upslope,1,ABDH,51.78599404,0-20
2,Upslope,1,ABDM,11.56295543,0-20
2,Upslope,1,PDIO1,28.79198985,0-20
2,Upslope,1,PDIO3,22.67030849,0-20
2,Upslope,1,FDB,56.07387643,0-20
2,Upslope,1,EDB,17.56057278,0-20
2,Upslope,1,ABDH,43.10486948,20-40
2,Upslope,1,ABDM,7.829168486,20-40
2,Upslope,1,PDIO1,19.24657134,20-40
2,Upslope,1,PDIO3,11.76856759,20-40
2,Upslope,1,FDB,24.19231563,20-40
2,Upslope,1,EDB,26.32985469,20-40
2,Upslope,1,ABDH,69.02560844,40-60
2,Upslope,1,ABDM,9.643383201,40-60
2,Upslope,1,PDIO1,25.52793727,40-60
2,Upslope,1,PDIO3,16.08584777,40-60
2,Upslope,1,FDB,26.07150794,40-60
2,Upslope,1,EDB,15.06235995,40-60
2,Upslope,1,ABDH,69.98951687,60-80
2,Upslope,1,ABDM,15.04426573,60-80
2,Upslope,1,PDIO1,21.2225101,60-80
2,Upslope,1,PDIO3,18.32071945,60-80
2,Upslope,1,FDB,42.30451166,60-80
2,Upslope,1,EDB,14.92560809,60-80
2,Upslope,1,ABDH,27.39055799,80-100
2,Upslope,1,ABDM,11.14228826,80-100
2,Upslope,1,PDIO1,25.75809968,80-100
2,Upslope,1,PDIO3,21.14099352,80-100
2,Upslope,1,FDB,26.93726303,80-100
2,Upslope,1,EDB,37.04657658,80-100
2,Upslope,2,ABDH,58.79613307,0-20
2,Upslope,2,ABDM,11.5619231,0-20
2,Upslope,2,PDIO1,40.17268099,0-20
2,Upslope,2,PDIO3,26.18877555,0-20
2,Upslope,2,FDB,51.2042651,0-20
2,Upslope,2,EDB,13.26374286,0-20
2,Upslope,2,ABDH,75.45292474,20-40
2,Upslope,2,ABDM,11.01612336,20-40
2,Upslope,2,PDIO1,43.6155125,20-40
2,Upslope,2,PDIO3,25.74450281,20-40
2,Upslope,2,FDB,32.07599635,20-40
2,Upslope,2,EDB,16.23664604,20-40
2,Upslope,2,ABDH,77.97986771,40-60
2,Upslope,2,ABDM,11.96033969,40-60
2,Upslope,2,PDIO1,31.65710495,40-60
2,Upslope,2,PDIO3,24.79213031,40-60
2,Upslope,2,FDB,34.18005078,40-60
2,Upslope,2,EDB,33.07284193,40-60
2,Upslope,2,ABDH,70.85637865,60-80
2,Upslope,2,ABDM,18.14674086,60-80
2,Upslope,2,PDIO1,33.61138151,60-80
2,Upslope,2,PDIO3,24.92915477,60-80
2,Upslope,2,FDB,52.22397682,60-80
2,Upslope,2,EDB,19.2580518,60-80
2,Upslope,2,ABDH,36.86149365,80-100
2,Upslope,2,ABDM,9.304730443,80-100
2,Upslope,2,PDIO1,19.69320807,80-100
2,Upslope,2,PDIO3,20.46605664,80-100
2,Upslope,2,FDB,21.22347008,80-100
2,Upslope,2,EDB,34.57695086,80-100
2,Upslope,3,ABDH,54.39956366,0-20
2,Upslope,3,ABDM,10.19228707,0-20
2,Upslope,3,PDIO1,22.76493705,0-20
2,Upslope,3,PDIO3,17.41417337,0-20
2,Upslope,3,FDB,53.32622439,0-20
2,Upslope,3,EDB,10.94626905,0-20
2,Upslope,3,ABDH,67.37383732,20-40
2,Upslope,3,ABDM,10.04896234,20-40
2,Upslope,3,PDIO1,36.6919522,20-40
2,Upslope,3,PDIO3,23.95369083,20-40
2,Upslope,3,FDB,34.20651146,20-40
2,Upslope,3,EDB,13.5563032,20-40
2,Upslope,3,ABDH,71.42464,40-60
2,Upslope,3,ABDM,11.52984037,40-60
2,Upslope,3,PDIO1,42.7020422,40-60
2,Upslope,3,PDIO3,25.92114659,40-60
2,Upslope,3,FDB,28.58569854,40-60
2,Upslope,3,EDB,14.46221124,40-60
2,Upslope,3,ABDH,72.66670268,60-80
2,Upslope,3,ABDM,16.63312559,60-80
2,Upslope,3,PDIO1,35.84317078,60-80
2,Upslope,3,PDIO3,24.04939866,60-80
2,Upslope,3,FDB,54.67582878,60-80
2,Upslope,3,EDB,19.74886766,60-80
2,Upslope,3,ABDH,23.44016083,80-100
2,Upslope,3,ABDM,9.156603585,80-100
2,Upslope,3,PDIO1,26.22574212,80-100
2,Upslope,3,PDIO3,24.72504371,80-100
2,Upslope,3,FDB,24.83626478,80-100
2,Upslope,3,EDB,37.3347381,80-100
2,Upslope,4,ABDH,60.12281853,0-20
2,Upslope,4,ABDM,10.85805262,0-20
2,Upslope,4,PDIO1,27.00983248,0-20
2,Upslope,4,PDIO3,17.54778229,0-20
2,Upslope,4,FDB,56.52713597,0-20
2,Upslope,4,EDB,10.91830937,0-20
2,Upslope,4,ABDH,61.28568556,20-40
2,Upslope,4,ABDM,9.15924703,20-40
2,Upslope,4,PDIO1,30.82039809,20-40
2,Upslope,4,PDIO3,15.7926654,20-40
2,Upslope,4,FDB,28.5821594,20-40
2,Upslope,4,EDB,16.88405526,20-40
2,Upslope,4,ABDH,71.71123787,40-60
2,Upslope,4,ABDM,14.62165561,40-60
2,Upslope,4,PDIO1,30.68023297,40-60
2,Upslope,4,PDIO3,20.21352188,40-60
2,Upslope,4,FDB,39.32534414,40-60
2,Upslope,4,EDB,21.89066621,40-60
2,Upslope,4,ABDH,56.21548202,60-80
2,Upslope,4,ABDM,18.22994646,60-80
2,Upslope,4,PDIO1,21.84975624,60-80
2,Upslope,4,PDIO3,18.19930474,60-80
2,Upslope,4,FDB,51.27977984,60-80
2,Upslope,4,EDB,18.0525315,60-80
2,Upslope,4,ABDH,17.11632112,80-100
2,Upslope,4,ABDM,10.7044149,80-100
2,Upslope,4,PDIO1,26.79632646,80-100
2,Upslope,4,PDIO3,23.89779065,80-100
2,Upslope,4,FDB,24.25143738,80-100
2,Upslope,4,EDB,23.74633678,80-100
2,Upslope,5,ABDH,35.35373288,0-20
2,Upslope,5,ABDM,10.68379161,0-20
2,Upslope,5,PDIO1,17.59991688,0-20
2,Upslope,5,PDIO3,11.09547452,0-20
2,Upslope,5,FDB,45.3362787,0-20
2,Upslope,5,EDB,12.42569465,0-20
2,Upslope,5,ABDH,54.63468756,20-40
2,Upslope,5,ABDM,10.64894055,20-40
2,Upslope,5,PDIO1,20.98995208,20-40
2,Upslope,5,PDIO3,16.37692135,20-40
2,Upslope,5,FDB,24.62313792,20-40
2,Upslope,5,EDB,11.92390732,20-40
2,Upslope,5,ABDH,66.85321922,40-60
2,Upslope,5,ABDM,13.14206016,40-60
2,Upslope,5,PDIO1,21.99676564,40-60
2,Upslope,5,PDIO3,16.47026132,40-60
2,Upslope,5,FDB,32.23153117,40-60
2,Upslope,5,EDB,14.55561455,40-60
2,Upslope,5,ABDH,67.91284494,60-80
2,Upslope,5,ABDM,19.88210623,60-80
2,Upslope,5,PDIO1,27.25148525,60-80
2,Upslope,5,PDIO3,20.62339551,60-80
2,Upslope,5,FDB,51.22914935,60-80
2,Upslope,5,EDB,19.23957561,60-80
2,Upslope,5,ABDH,21.08787922,80-100
2,Upslope,5,ABDM,10.7899134,80-100
2,Upslope,5,PDIO1,24.8671261,80-100
2,Upslope,5,PDIO3,22.37851236,80-100
2,Upslope,5,FDB,22.06232971,80-100
2,Upslope,5,EDB,38.09490361,80-100
2,Downslope,1,ABDH,16.68437365,0-20
2,Downslope,1,ABDM,11.70288605,0-20
2,Downslope,1,PDIO1,21.21157557,0-20
2,Downslope,1,PDIO3,25.03349171,0-20
2,Downslope,1,FDB,56.35041713,0-20
2,Downslope,1,EDB,43.01728509,0-20
2,Downslope,1,ABDH,7.630958866,20-40
2,Downslope,1,ABDM,12.55271599,20-40
2,Downslope,1,PDIO1,23.06850531,20-40
2,Downslope,1,PDIO3,20.38125423,20-40
2,Downslope,1,FDB,20.95759753,20-40
2,Downslope,1,EDB,25.39420489,20-40
2,Downslope,1,ABDH,11.99974275,40-60
2,Downslope,1,ABDM,25.74929456,40-60
2,Downslope,1,PDIO1,19.15918539,40-60
2,Downslope,1,PDIO3,24.18126499,40-60
2,Downslope,1,FDB,34.71801572,40-60
2,Downslope,1,EDB,32.86971776,40-60
2,Downslope,1,ABDH,40.44399068,60-80
2,Downslope,1,ABDM,32.45505647,60-80
2,Downslope,1,PDIO1,65.5761403,60-80
2,Downslope,1,PDIO3,41.43049043,60-80
2,Downslope,1,FDB,51.56069068,60-80
2,Downslope,1,EDB,30.58503552,60-80
2,Downslope,1,ABDH,20.68011088,80-100
2,Downslope,1,ABDM,7.10962728,80-100
2,Downslope,1,PDIO1,28.1835136,80-100
2,Downslope,1,PDIO3,20.87912748,80-100
2,Downslope,1,FDB,18.61449499,80-100
2,Downslope,1,EDB,21.34904131,80-100
2,Downslope,2,ABDH,16.66585955,0-20
2,Downslope,2,ABDM,7.108769728,0-20
2,Downslope,2,PDIO1,10.38309012,0-20
2,Downslope,2,PDIO3,18.46583235,0-20
2,Downslope,2,FDB,29.36398765,0-20
2,Downslope,2,EDB,58.28990421,0-20
2,Downslope,2,ABDH,4.208469851,20-40
2,Downslope,2,ABDM,14.22887755,20-40
2,Downslope,2,PDIO1,10.30614131,20-40
2,Downslope,2,PDIO3,24.01741183,20-40
2,Downslope,2,FDB,17.14524884,20-40
2,Downslope,2,EDB,51.34704354,20-40
2,Downslope,2,ABDH,5.412531312,40-60
2,Downslope,2,ABDM,16.18135032,40-60
2,Downslope,2,PDIO1,13.9780149,40-60
2,Downslope,2,PDIO3,16.46658723,40-60
2,Downslope,2,FDB,17.92332495,40-60
2,Downslope,2,EDB,53.97986064,40-60
2,Downslope,2,ABDH,33.65050594,60-80
2,Downslope,2,ABDM,22.16166262,60-80
2,Downslope,2,PDIO1,50.61084579,60-80
2,Downslope,2,PDIO3,33.4735604,60-80
2,Downslope,2,FDB,60.44732797,60-80
2,Downslope,2,EDB,18.433787,60-80
2,Downslope,2,ABDH,23.8655845,80-100
2,Downslope,2,ABDM,8.820432351,80-100
2,Downslope,2,PDIO1,32.72196911,80-100
2,Downslope,2,PDIO3,25.48894389,80-100
2,Downslope,2,FDB,25.48272243,80-100
2,Downslope,2,EDB,38.76106332,80-100
2,Downslope,3,ABDH,15.98761326,0-20
2,Downslope,3,ABDM,8.489777214,0-20
2,Downslope,3,PDIO1,13.64531219,0-20
2,Downslope,3,PDIO3,26.43890238,0-20
2,Downslope,3,FDB,42.35341962,0-20
2,Downslope,3,EDB,73.85360524,0-20
2,Downslope,3,ABDH,7.825882238,20-40
2,Downslope,3,ABDM,13.2491286,20-40
2,Downslope,3,PDIO1,23.18355531,20-40
2,Downslope,3,PDIO3,26.33454993,20-40
2,Downslope,3,FDB,20.18490031,20-40
2,Downslope,3,EDB,35.62655705,20-40
2,Downslope,3,ABDH,9.966243929,40-60
2,Downslope,3,ABDM,14.05179974,40-60
2,Downslope,3,PDIO1,20.04926779,40-60
2,Downslope,3,PDIO3,28.29840714,40-60
2,Downslope,3,FDB,29.70565845,40-60
2,Downslope,3,EDB,39.70313333,40-60
2,Downslope,3,ABDH,34.47575071,60-80
2,Downslope,3,ABDM,24.43018571,60-80
2,Downslope,3,PDIO1,71.68775052,60-80
2,Downslope,3,PDIO3,47.35203738,60-80
2,Downslope,3,FDB,48.79238333,60-80
2,Downslope,3,EDB,22.87046138,60-80
2,Downslope,3,ABDH,20.98111705,80-100
2,Downslope,3,ABDM,8.252760881,80-100
2,Downslope,3,PDIO1,33.85377769,80-100
2,Downslope,3,PDIO3,37.72363357,80-100
2,Downslope,3,FDB,19.96641531,80-100
2,Downslope,3,EDB,26.68572867,80-100
2,Downslope,4,ABDH,10.76248422,0-20
2,Downslope,4,ABDM,12.8213577,0-20
2,Downslope,4,PDIO1,9.993708454,0-20
2,Downslope,4,PDIO3,17.87221775,0-20
2,Downslope,4,FDB,58.48252857,0-20
2,Downslope,4,EDB,40.83162187,0-20
2,Downslope,4,ABDH,5.036990445,20-40
2,Downslope,4,ABDM,8.83522911,20-40
2,Downslope,4,PDIO1,8.315279391,20-40
2,Downslope,4,PDIO3,15.38831752,20-40
2,Downslope,4,FDB,26.83247002,20-40
2,Downslope,4,EDB,31.60918941,20-40
2,Downslope,4,ABDH,8.649077635,40-60
2,Downslope,4,ABDM,15.91209328,40-60
2,Downslope,4,PDIO1,14.35973361,40-60
2,Downslope,4,PDIO3,16.87257593,40-60
2,Downslope,4,FDB,24.00540164,40-60
2,Downslope,4,EDB,33.9514352,40-60
2,Downslope,4,ABDH,32.88755365,60-80
2,Downslope,4,ABDM,23.74514918,60-80
2,Downslope,4,PDIO1,50.84475878,60-80
2,Downslope,4,PDIO3,35.10675738,60-80
2,Downslope,4,FDB,48.57151475,60-80
2,Downslope,4,EDB,17.36937171,60-80
2,Downslope,4,ABDH,20.86108632,80-100
2,Downslope,4,ABDM,8.881833302,80-100
2,Downslope,4,PDIO1,27.64110234,80-100
2,Downslope,4,PDIO3,18.58315578,80-100
2,Downslope,4,FDB,25.12703616,80-100
2,Downslope,4,EDB,15.8223319,80-100
2,Downslope,5,ABDH,12.64832876,0-20
2,Downslope,5,ABDM,9.613267822,0-20
2,Downslope,5,PDIO1,8.633975891,0-20
2,Downslope,5,PDIO3,16.16010017,0-20
2,Downslope,5,FDB,51.36427995,0-20
2,Downslope,5,EDB,39.28388723,0-20
2,Downslope,5,ABDH,7.046443069,20-40
2,Downslope,5,ABDM,12.5397855,20-40
2,Downslope,5,PDIO1,12.7153375,20-40
2,Downslope,5,PDIO3,16.44207765,20-40
2,Downslope,5,FDB,26.51339752,20-40
2,Downslope,5,EDB,20.12917166,20-40
2,Downslope,5,ABDH,10.1990597,40-60
2,Downslope,5,ABDM,20.13823906,40-60
2,Downslope,5,PDIO1,12.35175861,40-60
2,Downslope,5,PDIO3,15.96294938,40-60
2,Downslope,5,FDB,24.55662079,40-60
2,Downslope,5,EDB,33.10499611,40-60
2,Downslope,5,ABDH,32.1390849,60-80
2,Downslope,5,ABDM,25.38991141,60-80
2,Downslope,5,PDIO1,43.94437673,60-80
2,Downslope,5,PDIO3,26.38802401,60-80
2,Downslope,5,FDB,51.84469728,60-80
2,Downslope,5,EDB,17.77164577,60-80
2,Downslope,5,ABDH,12.04513,80-100
2,Downslope,5,ABDM,8.080909208,80-100
2,Downslope,5,PDIO1,30.19690889,80-100
2,Downslope,5,PDIO3,20.39435257,80-100
2,Downslope,5,FDB,20.9674929,80-100
2,Downslope,5,EDB,17.97896275,80-100
